sentence,difficulty 
Ces aventuriers sont des têtes brûlées.,C1
"Elle rit, alla et vint, se sachant admirée, sentant que sa robe plaquait bien aux endroits nécessaires.",C1
"Son inégale diffusion dans l'espace, son intensité variable commandent les transformations démographiques et sociales des populations et modifient a terme les paysages géographiques.",C1
"International Business Machines Corporation, connue sous le sigle IBM, est une société multinationale américaine présente dans les domaines du matériel informatique, du logiciel et des services informatiques.",C1
"Le 7 mars 1991, 25 000 réfugiés albanais atteignent le port de Brindisi, dans la région des Pouilles.",C1
"vec ses livreurs à vélo aux énormes sacs à dos carrés, l'entreprise est devenue incontournable pendant la pandémie.",C1
"Début février, ses 15 membres avaient publié une déclaration commune qui exprimait leur préoccupation sans toutefois condamner le coup d'Etat, Pékin et Moscou, alliés traditionnels de l'armée birmane, s'opposant à une telle formulation.",C1
Giscard va pourtant réussir à transformer ce revers en tremplin,C1
"Et, depuis sept ans, la Sorbonne forme des promotions de licenciés ès ""écrivain public, assistant en démarches administratives et en écritures privées"" qui iront exercer leurs talents dans les multiples secteurs que couvre la profession.",C1
"A Marrakech en 2001, 15 pays avaient décidé de créer un fonds spécial changements climatiques.",C1
Mais cette initiative suscite par ailleurs de nombreuses réticences.,C1
Joseph Haydn a écrit au total 68 quatuors à cordes en plusieurs séries d'opus.,C1
"Nous souhaitons favoriser davantage la création et l'ouverture à d'autres publics"", explique Nathalie Perrin-Gilbert.",C1
"Il l'avait tenue là sévèrement enfermée, cloîtrée, ignorée et ignorante des choses humaines.",C1
"Il est donc important de compenser cette perte en mangeant du sel sous peine de développer des troubles graves : contractures musculaires, malaises, convulsions, détresse respiratoire.",C1
"La politique vaccinale s'accompagne aussi de nombreux doutes quant aux effets secondaires, estimés comme étant très importants par certains chercheurs.",C1
"John Keogak, 45 ans, chasseur à Sachs Harbour, reconnaît l'impact médiatique de la mesure, mais entretient peu d'illusions sur son efficacité.",C1
"Sur 110 000 appels reçus par la ligne Jeunes écoute violence d'Ile-de-France en 2000, environ 4000 avaient trait à des agressions survenues en milieu scolaire, essentiellement au collège.",C1
"La société SpaceX conçoit, construit et commercialise les lanceurs Falcon 9, les moteurs Merlin qui les propulsent ainsi que le vaisseau cargo Dragon et sa version habitée, le Crew Dragon.",C1
"En 1985, l'économiste japonais Ohmae Kenichi invente la formule commode de ""triade"" pour décrire la nouvelle polarisation du Monde.",C1
"On a tendance à lui imputer tous les maux de nos sociétés: égoïsme, compétition, exclusion, communautarisme, voire déliquescence morale.",C1
"Une huitième édition dominée par le duel au sommet avec Alex Thomson, une course poursuite menée par Armel depuis le 23 novembre dernier, quarante-sept jours de haute tension qui se terminent aujourd'hui",C1
Des images diffusées sur les réseaux sociaux montraient le jeune manifestant couvert de sang transporté loin des barricades par ses amis.,C1
Ascagne jura de se venger de Fabrice.,C1
"Le mythe du retour aux sources, l'engouement écologique, le rejet des transports en commun et des rythmes professionnels épuisants peuvent aussi constituer de puissants ressorts.",C1
"Le montant des dépenses électorales est plafonné, sous réserve d'aménagements pour les circonscriptions particulières.",C1
"Bien qu'ayant évoluée, la formation apparait inadéquate aux professionnelles qui entretiennent avec elle un rapport ambigu.",C1
"Nos techniques et nos actions ne cessent d'engendrer des effets imprévisibles, souvent contraires à nos intentions.",C1
"Contrairement aux autres lanceurs privés, passés ou encore opérationnels, le Falcon 1 utilise des composants entièrement conçus au sein de la société qui le commercialise.",C1
"La France se situe au 25ème rang du classement du TOEFL, test international d'anglais",C1
"Des lueurs rouges commençaient à éclater dans le village ; parfois, un long mugissement partait de quelque étable incendiée.",C1
"Elle éclaire, cette lueur, les chemins crépusculaires qui mènent vers la délivrance.",C1
"Année après année, le troupeau prospère jusqu'à compter, en 1996, 3 500 têtes.",C1
Illusion du vrai jamais immuable!,C1
"La recomposition conjugale après 50 ans est en forte progression, précise Vincent Caradec, professeur de sociologie à l'université de Lille III (Vieillir après la retraite, PUF).",C1
"Devant la paroi rocheuse escarpée, les petites maisons blanches et les cabanes rouges de pêcheur formaient comme un collier de perles.",C1
"Première étape incontournable, dessaler la morue en la plongeant 20 minutes dans un grand volume d'eau bouillante",C1
"Ce système s'inspire de celui contre la désinformation liée aux élections et processus civiques, qui a notamment conduit Twitter à bannir l'ancien président américain Donald Trump.",C1
Enfin la délivrance après soixante-quatorze jours d'une régate exceptionnelle,C1
On préférait se référer à l'autonomie des civilisations juxtaposées.,C1
Mais les pays les plus défavorisés voient leur situation alimentaire se dégrader inexorablement.,C1
"Des réseaux nationaux, puis internationaux, se sont créés pour fournir des informations à leurs membres, préparer des campagnes de sensibilisation, voire faire du lobbying.",C1
"Dans ce petit livre paru aux éditions Philippe Rey, les immortels répondent à des questions simples : Doit-on dire déroulé ou déroulement ?",C1
Ils se sont construits quasi exclusivement dans la réussite sociale.,C1
"SpaceX, officiellement Space Exploration Technologies Corporation, est une entreprise américaine spécialisée dans le domaine de l'astronautique et du vol spatial.",C1
"Les pèlerins partagèrent alors cette célébration avec leurs voisins indiens, et ceux-ci apportèrent alors des dindes à rôtir",C1
"Franny Stone et son mari Niall, ornithologue, ont été aux avant-postes du crépuscule de la biodiversité.",C1
"Aussi, la journée du 16 octobre est-elle centrée sur une ""alliance internationale contre la faim"", qui devrait, espère la FAO, jouer un rôle de catalyseur, en mettant en commun les forces de chacun : producteurs d'aliments, consommateurs, organisations internationales, industries agroalimentaires, scientifiques, bailleurs de fonds, groupes religieux et organisations non gouvernementales.",C1
"Le Golem, qui reçut en effet son nom moderne de robot (serf en tchèque) de Karel Capek dans sa pièce R.U.R, en 1920, apparaît, depuis, sous les traits d'une machine humanoïde. Replacer ce récit dans notre histoire éclaire l'ambivalence observée.",C1
"L'obésité frappe également l'Afrique subsaharienne, où vivent la plupart des populations sous-alimentées du monde (12, 1 %), et l'Egypte (33%).",C1
Il fit ses valises énergiquement et vint à notre rencontre avec empressement et détermination.,C1
"Cette réaction est réalisée dans des organites intracellulaires spécialisés, les chloroplastes, porteurs de pigments photorécepteurs, tels que les chlorophylles, les caroténoïdes.",C1
Nous voulons surmonter les obstacles judiciaires et techniques qui nous empêchent d'intercepter les conversations téléphoniques par Skype entre les suspects.,C1
"Dans son livre Guide de survie pour accros aux écrans (2015), le psychiatre Serge Tisseron déconseille plus particulièrement les écrans avant le coucher.",C1
Quelle situation étrange,C1
"Dès qu'il eut fini son intervention éloquante, il partit fièrement.",C1
La faiblesse des taux d'intérêt contribue à alimenter des risques liés aux expositions au secteur du logement.,C1
"Les coûts totaux des transports prennent donc en considération, outre les coûts liés aux dépenses financières, les coûts immatériels qui ne résultent d'aucun paiement comme par exemple la souffrance ressentie par les victimes d'accidents.",C1
"Si les produits anti, pré et probiotiques agissent sur le comportement, en modifiant la composition de la flore intestinale, ils pourraient donc servir de médicaments psychotropes.",C1
"Lorsqu'il eut reçu son premier salaire, Louis courut acheter une guitare pour chanter une sérénade à sa bien-aimée.",C1
Nous apprécions qu'ils aient répondu sur-le-champ.,C1
"Aussi, mieux vaut être créatif et envisager des solutions alternatives au salariat.",C1
"Malgré leur situation privilégié, ces chatons connurent déjà la misère, la famine et le froid extrême.",C1
Or ces mêmes statistiques en témoignent :on trouve,C1
"2 à 3 minutes dans l'huile bouillante, et pour les accompagner, notre chef prépare la traditionnelle sauce chien"" : olgnon, cive, persil, sel, polvre, un peu de thym",C1
Statistiquement le risque de transmission de maladies infectieuses est nettement plus élevé dans certaines situations.,C1
"Loin de l'effervescence des cuisines, notre chef retrouve Maggie Chaulet, la créatrice et propriétaire du jardin tropical qui abrite son restaurant",C1
À la fois graphiste et journaliste: le directeur artistique du quotidien espagnol La Vanguardia (Barcelone) publie régulièrement un éditorial sous forme d'infographie,C1
"Entre-temps, après avoir réalisé un bénéfice, Piero acheta une plaque décorée d'un coeur transpercé d'une flèche qu'il donna au paysan.",C1
s'écriait la marquise.,C1
"La charpente et la couverture ne sont plus étanches, les balustrades en granit sont abîmées, certains parements doivent être remplacés ou consolidés, quatre verrières du XIIIe siècle, les plus anciens vitraux répertoriés en Bretagne, ne sont plus protégés.",C1
"Depuis, la junte lui a désigné un remplaçant aux Nations Unies, tandis que Kyaw Moe Tun assure toujours représenter le pays, un imbroglio juridique qui devra être tranché par l'ONU.",C1
"Cinq ans plus tard, VGE mène une campagne présidentielle moderne, inspirée de celle de Kennedy aux États-Unis",C1
"Rosalie Little Thunder, amérindienne sioux Lakota, prie pour que l'hiver ne soit pas trop rigoureux dans le Wyoming.",C1
Pierre qui roule n'amasse pas mousse,C1
"Aristocrate de naissance, il haîssait par instinct quatre-vingt-treize; mais philosophe par tempérament, et libéral par éducation, il exécrait la tyrannie d'une haine inoffensive et déclamatoire.",C1
"Chacun de nous se fait donc simplement une illusion du monde, illusion poétique, sentimentale, joyeuse, mélancolique, sale ou lugubre suivant sa nature.",C1
"Le voilà, l'étendard des quinquas* du XXIe siècle, leur cri de ralliement.",C1
"En parallèle des inhumations animales liées au sacré et aux rites magiques, il existait donc en Égypte antique de simples tombes de chiens et de chats apprivoisés.",C1
Celles-ci rampaient comme des serpents ; celles-là fendaient les airs comme des hippogriffes.,C1
"Très présente dans l'alimentation antillaise, la morue a été introduite aux Petites Antilles par les premiers colons",C1
Or Skype refuse de donner aux autorités policières les clés qui leur permettraient de décoder les conversations téléphoniques des suspects faites avec le logiciel.,C1
Ils ont décimé les Amérindiens et ont employé des esclaves africains dans leurs mines et leurs plantations.,C1
"Personnalité clivante au sein de la majorité, la ministre de la transition écologique, Barbara Pompili, a la lourde tâche de redorer le bilan environnemental d'Emmanuel Macron pour l'élection présidentielle de 2022.",C1
Plusieurs personnes qui ont vécu ces jours tourmentés racontent.,C1
Ainsi s'explique l'ambivalence du public occidental pour les robots réels qu'il assimile aux Golem-robots inlassablement repris dans la fiction: une réflexion angoissante portant sur la nature humaine interfère avec l'admiration pour les progrès de la robotique.,C1
"L'entreprise déclarait en 2004 vouloir développer un système de transport lourd, voire super-lourd si la demande des clients suivait, sachant qu'à chaque augmentation de taille résulte une diminution significative du coût par kilogramme en orbite.",C1
"Bruno Bonnell Le mot ""robot"" a été inventé par l'auteur tchèque Karel Capek de la pièce Rossum's Universal Robots (R.U.R), jouée en 1920, et qui mettait en scène des hommes décérébrés prenant la place des ouvriers dans les usines.",C1
Les maladies inflammatoires chroniques de l'intestin font parties des priorités de santé publique en gastroentérologie.,C1
La comédienne a répondu depuis son appartement parisien aux questions de la journaliste et productrice Géraldine Sarratia.,C1
"La population mondiale, malgré un net ralentissement, augmente et elle pourrait atteindre 9, 3 milliards de personnes en 2050, et plafonner autour de 10, 5 à 11 milliards à la fin du XXIe siècle.",C1
"En 2015, des sources publiques révèlent que SpaceX développe ses propres logiciels de simulation de dynamique des fluides afin d'améliorer leur capacité de simulation, d'évaluation et de conception des moteurs de fusée.",C1
"Originaire des Saintes, un archipel situé au sud de la Guadeloupe, Gérard-Michel a un parcours pour le moins atypique",C1
La nouvelle majorité municipale vient de décider de baisser de 500 000 euros la subvention annuelle allouée à l'Opéra de Lyon.,C1
Les importateurs s'engagent aussi à verser un acompte et à privilégier des relations commerciales durables avec les producteurs.,C1
"Plutôt limité auparavant, pour des raisons de coût, aux couches les plus favorisées, le recours au soutien scolaire gagne aujourd'hui les classes moyennes.",C1
"La retraite, les quinquas d'aujourd'hui l'imaginent active, forcément active.",C1
Notre mode de pensée mutilé conduit à des actions mutilantes.,C1
"Devenu une curiosité parisienne, l'établissement attirait une foule de gens venus observer le spectacle à travers d'épais rideaux.",C1
"En particulier, chez les adolescents qui perçoivent leur réseau amical dans la vie réelle comme étant de faible qualité, les longues durées passées sur Facebook sont associées à davantage de troubles dépressifs et d'anxiété sociale.",C1
"Perrette, retenant sa respiration tellement était forte l'odeur nauséabonde d'huile de vidange, dans la chambre-garage.",C1
"Cette communauté arctique d'une centaine d'âmes, isolée sur une île de la mer de Beaufort, a répertorié les changements observés depuis le début des années 90 : hivers moins rigoureux, hausse du niveau de la mer, formation de la glace plus tard dans la saison et dégel avancé, fonte du permafrost, arrivée de nouvelles espèces animales (rouges-gorges, saumons).",C1
Armel Le Cléac'h arrive cet après-midi au large des Sables d'Olonne,C1
"Des quinquas aux prises avec le mal-être de la ménopause, Monique Barbery, 52 ans, gynécologue, en voit passer beaucoup dans son cabinet parisien.",C1
"Les sénateurs, investis par le suffrage universel indirect de tous les droits et obligations attachés à la fonction parlementaire, sont élus pour six ans par un collège électoral de plus de 160 000 élus.",C1
"Dans cette zone, les densités annuelles de campagnol terrestre connues à l'échelle des communes ont été attribuées aux taches de prairie en utilisant une pondération par les surfaces relatives pour les taches chevauchant plusieurs municipalités ; au terme de cette opération, chaque tache de prairie a été caractérisée par une densité annuelle de campagnol terrestre.",C1
Les nationalités non soumises à visa (liste commune établie par les pays membres) peuvent circuler sur le territoire Schengen pendant une période de 3 mois au maximum,C1
"Sa taille vigoureuse était prise dans un pourpoint de couleur brune ; un petit poignard ciselé lui battait sur la cuisse gauche, et il roulait des regards langoureusement en découvrant ses dents blanches.",C1
Napoléon lui donne un statut militaire en 1804.,C1
"Les coûts kilométriques réels peuvent diverger sensiblement des valeurs moyennes en fonction du moyen de transport utilisé, du taux d'occupation ou du taux de remplissage, de l'infrastructure utilisée, de la topographie des lignes, du flux de trafic, etc.",C1
Ils étudièrent méticuleusement la topographie du territoire avant de s'y aventurer pour récolter des données statistiques équivoques.,C1
Il interroge surtout la prétendue affinité élective de celle-ci avec le seul monothéisme.,C1
Armel Le Cléach arrive cet après-midi au large des Sables d'Olonne,C1
Les ignorer en restant nostalgique est inconscient.,C1
"Les chiffres le prouvent: en 2000, les filles ne représentaient que 43, 7% des effectifs en S (pour 82, 5% dans les séries littéraires), 22, 5% dans les écoles d'ingénieurs, et 14% à Polytechnique.",C1
"En attribuant une valeur de flux potentiel aux liens du graphe, la segmentation fondée sur le critère de modularité aboutit à un découpage considéré comme optimal du point de vue de la dynamique démographique interne à chaque compartiment.",C1
"Retour en cuisine, les piments sont parfaitement ciselés, Gérard-Michel renouvelle le même geste avec le persil, la civette et l'ail",C1
"Le ciel d'avril, au-dessus de nos têtes, planait limpide et fourmillant d'étoiles",C1
"Au même instant, Fabrice se faisait annoncer chez la comtesse Pietranera.",C1
"Étant féru d'art, Yves Saint Laurent a constitué, au fil des années, une importante collection d'objets précieux et de peintures qui ont inspiré certaines de ses créations.",C1
Nous partîmes cinq cents ; mais par prompt renfort nous nous vîmes trois mille en arrivant au port,C1
A cette très grande mortalité correspond une durée moyenne de vie relativement courte.,C1
"Brigitte Munier Karel Capek, dans R.U.R., imagine que les robots, devenus esclaves des hommes, les remplacent dans tous leurs travaux (guerre incluse) avant de se rebeller contre l'humanité aveulie par le loisir et de l'anéantir.",C1
"Déployant de gros efforts pour instaurer une langue officielle dans l'éducation, les médias et l'administration, les gouvernements ont consciemment visé l'élimination des langues minoritaires.",C1
"En 1902, pour éviter l'extinction, le parc national de Yellowstone (Wyoming) prend en charge vingt et un bisons : ils deviennent la première espèce animale protégée.",C1
"Depuis plusieurs années, la présidente de la Seventh Generation Fund, une association de défense des droits autochtones, se bat pour la sauvegarde des bisons du parc de Yellowstone, la seule horde sauvage existant encore aux Etats-Unis.",C1
Cette époque fut une hécatombe pour les marques historiques de motos.,C1
"En prenant toute configuration géographique pour un objet historique et réciproquement, la géohistoire participe au dépassement des conceptions d'un monde dont la diversité ne serait traduite que par des ""civilisations"" intemporelles et incompatibles entre elles.",C1
"Depuis 1975 l'établissement public a protégé quoi, à peu près 10% du linéaire côtier du béton.",C1
"Leurs enfants sont grands (ceux du premier lit du moins), leurs emprunts remboursés, leurs revenus souvent confortables - ils détiennent 60% de la richesse nationale et 50% du revenu net des ménages français - ils sont propriétaires de leur logement dans 8 cas sur 10 et possèdent un autre bien immobilier dans 1 cas sur 3.",C1
"Il s'offre les meilleurs guides, gravit les montagnes, s'épanouit.",C1
"Les villages situés à mi-côte sont cachés par de grands arbres, et au-dessus des sommets des arbres s'élève l'architecture charmante de leurs jolis clochers.",C1
"Il est également connu pour ses publicités télévisées à faible budget et ses affiches imprimées à Albuquerque, dans lesquels il s'annonce principalement sous le slogan : ""Appelez donc Saul !""",C1
"C'est en décembre 1967, après bien des invectives au Parlement, que sa loi relative à la régulation des naissances, dite loi Neuwirth est votée : elle autorise la vente exclusive des contraceptifs en pharmacie sur ordonnance médicale, avec autorisation parentale pour les mineures",C1
Mais les chocs pétroliers plongent la France dans la crise,C1
"rène Jacob évoque son enfance à Genève (Suisse) entre ses trois frères, son père astrophysicien au CERN, qui aimait dessiner des flip books de personnages de cartoons, et sa mère qui, après quelques années passées au foyer, a repris ses études pour devenir psychothérapeute pour enfants.",C1
"De plus, la malnutrition frappe ceux qui devraient contribuer à nourrir leurs concitoyens : ""Six cents millions de paysans pauvres, victimes de la baisse des prix dictée par la libéralisation des échanges, doivent amputer leurs réserves d'autoconsommation pour renouveler - sans y parvenir bien souvent - leur potentiel de production"".",C1
"Passionnée par l'histoire des civilisations disparues, elle veut être archéologue.",C1
Ce petit nombre est notamment dû à ses expérimentations constantes et parfois désastreuses de nouvelles techniques.,C1
"Il est ""entré en mode veille"", selon l'Agence spatiale européenne (ESA).""On ne reçoit plus de données. On a perdu le contact"" samedi vers 00h36 GMT (01h36 heure de Paris), a déclaré Philippe Gaudon, chef du projet Rosetta au CNES (Centre national d'études spatiales) à Toulouse (sud de la France).",C1
"Lors du premier débat organisé à la télévision, il écarte son dernier concurrent avec une réplique mythique",C1
"Devenons poétiquement exaltés pour juger un idéaliste et prouvons-lui que son rêve est médiocre, banal, pas assez fou ou magnifique.",C1
"La ville, chaude comme une étuve, paraissait suer dans la nuit étouffante.",C1
"Les données à manipuler sont acquises soit par la lecture de mémoires, soit en provenance de périphériques internes ou externes.",C1
"Autre facteur, une plus faible médiatisation du sport féminin, avec ""moins de 20% du volume horaire des retransmissions sportives télévisuelles en 2016"", d'après des chiffres du Conseil supérieur de l'audiovisuel (CSA) cités dans l'étude.",C1
"Un enseignement fondé sur l'expérimentation et la pratique, des objectifs d'apprentissage transversaux, des actions tournées en priorité vers la formation continue des enseignants, menées en collaboration avec la communauté scientifique et professionnelle",C1
Un agent du marquis sauta sur la digue : Napoléon venait de débarquer au golfe de Juan.,C1
"Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d'accord pour que la programmation informatique soient enseignée à l'école.",C1
"Leur vue parut frapper si vivement l'adjudant sousofficier, qu'aussitôt il changea de pensée, et se mit à interroger aussi le domestique.",C1
"A grands coups de rouleau monté sur une immense perche, des membres de Greenpeace ont partiellement repeint en vert un avion Air France stationné à l'aéroport Paris-Charles-de-Gaulle à Roissy, ce vendredi matin.",C1
On pense bien sûr à This Is Us pour les temporalités parallèles qui éclairent les destins des personnages sur plusieurs décennies.,C1
"Mais soyons sérieux, nouvelles en bref : économie",C1
"Le prince Charles, 56 ans, et sa compagne, Camilla Parker-Bowles, 57 ans, ne s'apprêtent-ils pas à convoler, enfin?",C1
Des sanctions administratives et des ordonnances pénales sont possibles si des nouveaux détenteurs de chiens renoncent à suivre la formation ou à l'achever.,C1
"Selon un sondage publié en mai dernier par BVA (société française de sondages) et le Syntec Numérique (fédération professionnelle du secteur informatique) favorable à la mesure, 87 % des Français seraient même d'accord pour que la programmation informatique soit enseignée à l'école (24 % à partir du primaire, 41 % à partir du collège). Mais cette initiative suscite par ailleurs de nombreuses réticences.",C1
Ils furent allés acheter une panoplie de produits d'entretien pour décrasser leur garage.,C1
"Ils insistent cependant afin que les animaux soient chassés seulement selon la méthode 'traditionnelle', ce qui exclut l'emploi de fusils de haute portée ou de bateaux mécanisés.",C1
"Ils insistent cependant afin que les animaux soient chassés seulement selon la méthode 'traditionnelle, ' ce qui exclut l'emploi de fusils de haute portée ou de bateaux mécanisés.",C1
La deuxième phase correspond à une période de bilinguisme émergent.,C1
Recourons pour illustrer les idées de Hegel à quelques-uns de ses écrits postérieurs.,C1
"Si tu diminues tes frais de gestion annuels, tu augmenteras tes bénéfices nets d'au moins trente pour cent.",C1
Certaines espèces présentent une adaptation chromatique à la vie en eau profonde grâce à des variations du rapport phycoérythrine : phycocyanine.,C1
Les responsables européens sont dos au mur.,C1
"""Et nous disposons de technologies capables d'accroître considérablement la productivité des exploitations agricoles et de mieux maîtriser les ressources en eau"", précise-t-il.",C1
"Les écarts hommes-femmes restent ""particulièrement marqués"" chez les plus jeunes : 50% des femmes âgées de 16 à 24 ans déclarent avoir pratiqué au moins une activité physique ou sportive dans l'année et 33% régulièrement chaque semaine, contre respectivement 63% et 45% des hommes de cette classe d'âge.",C1
"Hier, la question aurait paru absurde, tant la cause semblait entendue.",C1
Je me fus lourdement trompé dans mon calcul .,C1
"Les vers du vieux Baro valant moins que zéro, j'interromps sans remords !",C1
L'alimentation jouerait donc un rôle dans l'apparition des troubles mentaux.,C1
"Il avait toujours accordé, quelquefois prévenu mes demandes à cet égard.",C1
"Jeune retraité de l'éducation nationale, Roger Rougier a sa réponse.",C1
"Après le prélèvement, le laboratoire effectue des tests pour déterminer le groupe sanguin et le facteur rhésus.",C1
"Longtemps, il fut une journée remplie d'obligations sociales.",C1
"Dans cette véritable ""biographie de la langue française"", les auteurs veulent mettre les pendules à l'heure et malmener queslques fausses croyances",C1
"En Grande-Bretagne, en Suède, en Finlande ou encore en Allemagne, les établissements séparent parfois filles et garçons, dans les matières scientifiques notamment, où le sexe féminin est sous-représenté.",C1
"Les populations passent alors d'un régime alimentaire traditionnel reposant sur les céréales, racines ou tubercules, comportant une faible proportion de lipides, peu de produits d'origine animale et une forte teneur en fibres, à une alimentation beaucoup plus riche en sucre, en lipides, en sel et, au total, en calories.",C1
L'Europe veut intervenir afin de donner le droit aux policiers d'écouter électroniquement les conversations de suspects qui utilisent le populaire logiciel de téléphonie par Internet Skype.,C1
"En parallèle, l'essor des nanotechnologies stimule la miniaturisation et la mobilité de ces outils auxquels il s'agira de greffer des systèmes énergétiques aussi petits que possible.",C1
"Les jeunes beaux se pavanaient au parquet, étalant, dans l'ouverture de leur gilet, leur cravate rose ou vert pomme ; et Mme Bovary les admirait d'en haut, appuyant sur des badines à pomme d'or la paume tendue de leurs gants jaunes.",C1
"Celui-ci se hisse, en effet, au quatrième rang mondial du marché noir, derrière les stupéfiants, la contrefaçon et le trafic d'êtres humains.",C1
"Ils sont très proches des 15-30 ans en termes d'habitudes et de comportements de consommation, note Thomas Tougard, directeur général d'Ipsos Observer.",C1
"Toutes ces données indiquent ""que le problème de la malnutrition devient plus complexe et que les stratégies de lutte des pays et des organisations internationales devront s'attaquer au triple fardeau qui pèse désormais sur les pays en développement : les maladies infectieuses, les carences alimentaires et les maladies chroniques liées à la surcharge pondérale"", précise Francis Delpeuch.",C1
"Sont considérés comme ""arriérés de paiement"" les impayés ou les retards de paiement dans les cas suivants: loyer ou intérêts hypothécaires sur le logement principal, factures d'eau, d'électricité, de gaz et de chauffage, primes d'assurance-maladie, remboursement de crédits et impôts.",C1
"Toute la journée, nous sommes inondés d'informations de toute part : messages personnels, professionnels, publicitaires, fils d'infos en continu.",C1
"Ainsi, en cinquante ans, ""la quantité d'aliments disponible pour chaque habitant de la Terre est passée, en moyenne, de 2 320 à 2 800 kilocalories par jour"", expliquait, en 2002, Bertrand Hervieu, président de l'INRA, devant l'Académie des sciences morales et politiques.",C1
"Se reconvertir, mode d'emploi, les deux auteures donnent des indices.",C1
"Si certaines disciplines comme la marche à pied ou la natation sont mixtes, ""les femmes sont ainsi largement minoritaires"" dans les sports de raquette, avec une représentation d'un tiers en tennis, squash, badminton ou tennis de table, et encore moins dans les sports collectifs (football, basket-ball, volley-ball, handball) avec un pratiquant sur cinq.",C1
"Celle-ci étant plus foncée que chez les Européens blancs, elle leur offre une protection naturelle contre le soleil car les UV, pourtant très intenses dans ce milieu désertique, atteignent moins les couches profondes de l'épiderme (50 % ou plus pour une carnation claire, 15 % pour une peau noire).",C1
"Après un discours remarqué, mercredi à Milan, lors de la 9e conférence des Nations unies sur le climat, la présidente de la Conférence circumpolaire des Inuits (CCI) enfonce le clou.",C1
Mon second copain fit des études de commerce.,C1
"Ironie du sort, les richissimes membres de l'Opep souhaitent que ce fonds finance leur ""diversification économique"", rendue obligatoire par la chute à venir des exportations de pétrole.",C1
"Et l'abattage d'un tiers du troupeau de Yellowstone, à l'hiver 1996-1997, par les éleveurs de bétail du Montana, a meurtri les tribus indiennes.",C1
"L'intensité carbone de la Suisse est certes modérée, grâce à une faible intensité énergétique et à une production d'électricité presque totalement décarbonée.",C1
"Les ordinateurs peuvent être classés selon plusieurs critères tels que le domaine d'application, la taille ou l'architecture.",C1
"La cinquantaine est un bel âge: on gagne en profondeur et en bienveillance, constate Philippe Wattier.",C1
"Avec une rentabilité de 1 500 à 3 000 euros par chambre et par an, l'aventure tourne parfois court.",C1
"Après la chute de Napoléon, certains personnages puissants à Milan firent assommer dans les rues le comte Prina, ancien ministre du roi d'Italie, et homme du premier mérite.",C1
"Mais on entendit trois coups sur la scène ; un roulement de timbales commença, les instruments de cuivre plaquèrent des accords, et le rideau, se levant, découvrit un paysage.",C1
"Les tribus indiennes découvrent le massacre quand, amer détour de l'histoire, les autorités du Montana leur proposent d'en profiter pour s'approvisionner en viande.",C1
"À quelques semaines d'intervalle, Jean-Claude Kella, alias Le Diable, figure mythique de la french connection, et Antoine Cossu, dit l'Anguille, as du braquage et de l'évasion, tombés ensemble dans l'affaire Topaze, un trafic international de stupéfiants, ont publié leur premier livre, écrit en détention.",C1
"Certes, ""Emily in Paris"" est une production américaine qui semble s'adresser avant tout au public outreAtlantique, mais Netflix étant une plate-forme accessible dans le monde entier, ce parti pris semble très daté.",C1
C'était une pièce vide et triste ; aux parois lépreuses des murs s'effiloquaient des débris d'affiches officielles,C1
"Vous eussiez juré que les gens la voyaient, l'entendaient rouler pesamment devant eux, retentissante de tous les trésors enfermés dans ses flancs.",C1
"Restaurant classe, costar, peaufinage du regard de séducteur, on part sur un sans-faute",C1
Les grands artistes sont ceux qui imposent à l'humanité leur illusion particulière.,C1
"Le plasma ainsi conservé ne pourra être utilisé que lorsque le deuxième don du donneur, quatre mois après le premier, n'aura révélé aucun marqueur infectieux.",C1
"Le changement personnel, valorisé depuis une trentaine d'années, serait-il devenu une incantation collective ?",C1
"Affirmant cela, j'entends déjà les ayatollahs du coq au vin, les sermonneurs de la sauce béarnaise, les adeptes de la sole meunière se dresser tel un seul homme brandissant leur Gault et Millau et leur Michelin.",C1
"La validation de la segmentation et l'identification du nombre optimal de compartiments ont été fondées sur des analyses statistiques utilisant les densités de campagnols terrestres estimées dans chaque tache annuellement de 1989 à 2004 ; dans le cas d'une partition bien adaptée pour distinguer des zones de même dynamique démographique, ces données sont supposées présenter une variabilité plus faible à l'intérieur des compartiments qu'entre les compartiments.",C1
"Or, le Code du travail stipule que pour pouvoir bénéficier d'un congé sabbatique, le salarié doit remplir une double condition d'ancienneté de trente-six mois, consécutifs ou non, dans l'entreprise et six années d'activité professionnelle antérieure",C1
"Sur le plan sociodémographique, ils ressemblent aux ménages non issus de la migration; sur le plan économique, ils se rapprochent plutôt des ménages issus de la migration.",C1
"Malgré les récentes réformes, le régime public constituant le premier pilier du système de retraite reste confronté à des problèmes de viabilité.",C1
"Selon les services vétérinaires, la moitié des bisons de Yellowstone ont été exposés à la brucellose.",C1
"Innovation et simplicité sont les jalons du seul chemin à parcourir pour retrouver concrètement et durablement un élan créatif adapté à un monde qui change, évolue mais reste friand de bonnes choses.",C1
"Selon l'élue du 1er arrondissement, la coupe dans le budget de l'opéra répond aussi aux recommandations récurrentes de la chambre régionale des comptes, reprochant l'impact de l'établissement lyrique dans les finances municipales.",C1
